Red,Green,Blue,Gray,Index,Intensity,Temperature,Depth
255,0,227,0,17,102,16.255,3
255,0,229,0,17,102,16.255,2.25
253,3,251,3,17,106,16.255,2
255,5,147,5,15,96,14.448,0.75
254,0,114,0,3,89,3.6097,3
248,11,5,5,0,81,0.9,2.25
254,2,27,2,4,80,4.5129,2
255,0,46,0,11,81,10.835,0.75
255,0,230,0,16,102,15.352,3
255,0,238,0,16,103,15.352,2.25
252,3,253,3,16,106,15.352,2
255,5,147,5,15,96,14.448,0.75
254,0,121,0,3,90,3.6097,3
244,2,0,0,0,74,0.9,2.25
254,2,27,2,4,80,4.5129,2
255,0,45,0,11,81,10.835,0.75
255,0,229,0,21,102,19.868,3
255,1,232,1,21,103,19.868,2.25
252,4,250,4,21,106,19.868,2
253,4,146,4,19,95,18.061,0.75
253,0,116,0,15,89,14.448,3
243,1,0,0,0,73,0.9,2.25
255,3,28,3,4,81,4.5129,2
254,0,40,0,26,80,24.384,0.75
255,0,231,0,21,103,19.868,3
255,0,232,0,21,103,19.868,2.25
254,4,252,4,21,107,19.868,2
252,5,146,5,19,95,18.061,0.75
253,0,113,0,15,89,14.448,3
246,4,0,0,0,76,0.9,2.25
255,3,28,3,4,81,4.5129,2
255,0,48,0,30,82,27.997,0.75
255,0,230,0,25,102,23.481,3
255,0,239,0,25,103,23.481,2.25
252,3,253,3,25,106,23.481,2
255,4,146,4,3,95,3.6097,0.75
252,0,115,0,29,88,27.094,3
243,6,0,0,0,76,0.9,2.25
254,2,27,2,4,80,4.5129,2
255,0,47,0,11,82,10.835,0.75
255,0,230,0,25,102,23.481,3
255,0,244,0,25,104,23.481,2.25
253,2,255,2,25,106,23.481,2
252,4,150,4,3,95,3.6097,0.75
253,0,115,0,28,89,26.19,3
243,1,0,0,0,73,0.9,2.25
255,3,28,3,4,81,4.5129,2
255,0,42,0,11,81,10.835,0.75
255,0,233,0,18,103,17.158,3
255,0,236,0,18,103,17.158,2.25
254,3,254,3,18,107,17.158,2
253,4,148,4,7,95,7.2226,0.75
255,2,111,2,3,90,3.6097,3
245,4,0,0,0,76,0.9,2.25
254,2,25,2,25,80,23.481,2
255,0,45,0,27,81,25.287,0.75
255,0,231,0,17,103,16.255,3
255,0,236,0,17,103,16.255,2.25
253,2,253,2,17,106,16.255,2
255,4,149,4,16,96,15.352,0.75
252,0,113,0,15,88,14.448,3
242,1,0,0,0,73,0.9,2.25
254,2,25,2,4,80,4.5129,2
255,0,38,0,14,81,13.545,0.75
255,0,231,0,18,103,17.158,3
255,0,236,0,18,103,17.158,2.25
254,3,254,3,18,107,17.158,2
252,5,148,5,17,95,16.255,0.75
252,0,113,0,15,88,14.448,3
247,4,0,0,0,76,0.9,2.25
254,2,23,2,25,80,23.481,2
255,0,47,0,1,82,1.8032,0.75
255,0,237,0,22,103,20.771,3
255,0,236,0,22,103,20.771,2.25
252,3,255,3,22,106,20.771,2
252,5,148,5,14,95,13.545,0.75
253,0,113,0,3,89,3.6097,3
239,2,0,0,0,73,0.9,2.25
254,2,25,2,8,80,8.1258,2
255,0,38,0,17,81,16.255,0.75
255,0,245,0,21,104,19.868,3
255,4,237,4,21,106,19.868,2.25
254,1,126,1,15,91,14.448,2
250,167,3,3,16,173,15.352,0.75
255,0,251,0,21,105,19.868,3
255,0,164,0,15,95,14.448,2.25
255,0,63,0,29,83,27.094,2
253,105,9,9,31,138,28.9,0.75
255,0,254,0,19,105,18.061,3
255,1,245,1,19,105,18.061,2.25
255,3,128,3,18,93,17.158,2
240,157,0,0,16,164,15.352,0.75
255,0,250,0,19,105,18.061,3
255,0,165,0,18,95,17.158,2.25
254,1,58,1,30,83,27.997,2
251,105,4,4,9,137,9.029,0.75
255,0,245,0,21,104,19.868,3
255,1,251,1,21,105,19.868,2.25
255,5,128,5,2,94,2.7065,2
250,167,3,3,26,173,24.384,0.75
255,0,249,0,21,105,19.868,3
255,0,163,0,16,95,15.352,2.25
255,0,62,0,30,83,27.997,2
251,103,7,7,25,136,23.481,0.75
255,0,249,0,21,105,19.868,3
255,1,245,1,21,105,19.868,2.25
254,5,125,5,18,93,17.158,2
250,167,1,1,15,173,14.448,0.75
255,0,240,0,21,104,19.868,3
255,0,161,0,18,95,17.158,2.25
255,0,58,0,10,83,9.9323,2
245,99,0,0,31,131,28.9,0.75
255,0,249,0,19,105,18.061,3
255,0,250,0,19,105,18.061,2.25
255,4,129,4,18,93,17.158,2
242,158,0,0,16,165,15.352,0.75
255,0,248,0,19,105,18.061,3
255,0,158,0,7,94,7.2226,2.25
255,1,64,1,26,84,24.384,2
255,109,11,11,9,141,9.029,0.75
255,0,255,0,21,105,19.868,3
255,1,247,1,21,105,19.868,2.25
255,4,126,4,2,93,2.7065,2
250,162,0,0,16,170,15.352,0.75
255,0,253,0,21,105,19.868,3
255,0,162,0,18,95,17.158,2.25
255,1,63,1,23,84,21.674,2
252,104,8,8,30,137,27.997,0.75
255,0,245,0,21,104,19.868,3
255,0,239,0,21,103,19.868,2.25
255,6,124,6,2,94,2.7065,2
242,155,0,0,16,163,15.352,0.75
255,0,240,0,21,104,19.868,3
255,0,168,0,18,95,17.158,2.25
255,3,67,3,23,86,21.674,2
253,105,5,5,31,138,28.9,0.75
255,0,252,0,22,105,20.771,3
253,4,244,4,22,106,20.771,2.25
254,7,124,7,2,94,2.7065,2
252,171,4,4,27,176,25.287,0.75
255,0,248,0,22,105,20.771,3
255,0,163,0,18,95,17.158,2.25
255,1,63,1,23,84,21.674,2
246,100,1,1,14,132,13.545,0.75
255,0,247,0,19,104,18.061,3
254,1,250,1,19,105,18.061,2.25
255,6,122,6,18,94,17.158,2
253,167,4,4,15,174,14.448,0.75
255,0,247,0,19,104,18.061,3
255,0,160,0,18,94,17.158,2.25
255,2,67,2,29,85,27.094,2
255,107,11,11,9,140,9.029,0.75
255,0,247,0,21,104,19.868,3
255,3,244,3,21,106,19.868,2.25
254,6,126,6,2,94,2.7065,2
246,163,0,0,28,169,26.19,0.75
254,1,240,1,21,104,19.868,3
255,0,164,0,18,95,17.158,2.25
254,1,65,1,23,84,21.674,2
252,106,5,5,30,138,27.997,0.75
255,0,235,0,20,103,18.965,3
255,0,238,0,20,103,18.965,2.25
253,4,255,4,20,107,18.965,2
255,3,145,3,15,95,14.448,0.75
252,0,113,0,3,88,3.6097,3
248,5,1,1,27,77,25.287,2.25
254,2,25,2,5,80,5.4161,2
255,0,37,0,14,80,13.545,0.75
255,0,247,0,21,104,19.868,3
255,2,250,2,21,106,19.868,2.25
254,4,128,4,2,93,2.7065,2
252,165,6,6,29,173,27.094,0.75
255,0,251,0,21,105,19.868,3
255,0,163,0,18,95,17.158,2.25
255,1,66,1,23,84,21.674,2
252,99,5,5,31,134,28.9,0.75
255,0,249,0,19,105,18.061,3
255,3,244,3,19,106,18.061,2.25
255,5,124,5,18,93,17.158,2
244,158,0,0,15,166,14.448,0.75
254,0,248,0,19,104,18.061,3
255,0,165,0,18,95,17.158,2.25
255,1,65,1,26,84,24.384,2
255,110,11,11,31,142,28.9,0.75
255,0,249,0,19,105,18.061,3
255,5,237,5,19,106,18.061,2.25
255,6,124,6,18,94,17.158,2
243,158,0,0,15,165,14.448,0.75
255,0,252,0,19,105,18.061,3
255,0,161,0,18,95,17.158,2.25
255,2,67,2,28,85,26.19,2
250,102,6,6,9,135,9.029,0.75
255,0,252,0,21,105,19.868,3
255,4,239,4,21,106,19.868,2.25
255,5,124,5,18,93,17.158,2
252,166,1,1,29,173,27.094,0.75
255,0,249,0,21,105,19.868,3
255,0,159,0,18,94,17.158,2.25
254,1,68,1,23,84,21.674,2
252,106,5,5,9,138,9.029,0.75
255,0,249,0,21,105,19.868,3
255,1,237,1,21,104,19.868,2.25
255,5,124,5,2,93,2.7065,2
246,160,0,0,15,167,14.448,0.75
255,0,240,0,21,104,19.868,3
255,0,163,0,18,95,17.158,2.25
255,0,68,0,23,84,21.674,2
253,105,9,9,9,138,9.029,0.75
255,0,255,0,21,105,19.868,3
255,3,248,3,21,106,19.868,2.25
255,6,124,6,15,94,14.448,2
245,162,0,0,17,168,16.255,0.75
253,0,248,0,21,104,19.868,3
255,0,159,0,15,94,14.448,2.25
255,2,67,2,27,85,25.287,2
252,106,5,5,9,138,9.029,0.75
255,0,249,0,19,105,18.061,3
255,3,244,3,19,106,18.061,2.25
255,4,124,4,18,93,17.158,2
250,162,0,0,16,170,15.352,0.75
255,0,251,0,19,105,18.061,3
255,0,162,0,18,95,17.158,2.25
255,1,70,1,25,85,23.481,2
255,106,9,9,31,139,28.9,0.75
255,0,247,0,20,104,18.965,3
255,2,248,2,20,106,18.965,2.25
254,6,118,6,2,93,2.7065,2
251,168,2,2,26,174,24.384,0.75
254,0,253,0,20,105,18.965,3
255,0,165,0,18,95,17.158,2.25
251,2,68,2,2,84,2.7065,2
253,110,8,8,14,141,13.545,0.75
255,0,249,0,21,105,19.868,3
255,0,246,0,21,104,19.868,2.25
255,7,117,7,2,94,2.7065,2
251,170,3,3,29,175,27.094,0.75
254,0,249,0,21,104,19.868,3
255,0,159,0,7,94,7.2226,2.25
253,4,70,4,23,86,21.674,2
252,104,6,6,31,137,28.9,0.75
255,0,247,0,22,104,20.771,3
255,4,237,4,22,106,20.771,2.25
255,6,121,6,16,94,15.352,2
252,165,0,0,17,172,16.255,0.75
253,0,239,0,7,103,7.2226,3
255,0,160,0,16,94,15.352,2.25
255,0,65,0,28,84,26.19,2
253,107,4,4,9,139,9.029,0.75
255,0,233,0,20,103,18.965,3
255,0,237,0,20,103,18.965,2.25
252,3,255,3,20,106,18.965,2
254,6,146,6,21,96,19.868,0.75
253,0,113,0,28,89,26.19,3
240,3,0,0,0,74,0.9,2.25
254,2,25,2,8,80,8.1258,2
255,0,41,0,31,81,28.9,0.75
255,0,247,0,22,104,20.771,3
255,0,246,0,22,104,20.771,2.25
255,5,124,5,2,93,2.7065,2
252,169,5,5,27,175,25.287,0.75
255,0,251,0,22,105,20.771,3
255,0,162,0,18,95,17.158,2.25
255,2,67,2,23,85,21.674,2
252,106,3,3,9,138,9.029,0.75
255,0,252,0,22,105,20.771,3
255,2,248,2,22,106,20.771,2.25
255,5,126,5,2,94,2.7065,2
254,171,3,3,28,177,26.19,0.75
255,0,244,0,22,104,20.771,3
255,0,160,0,18,94,17.158,2.25
255,1,65,1,23,84,21.674,2
253,110,6,6,9,141,9.029,0.75
255,0,249,0,22,105,20.771,3
255,0,248,0,22,105,20.771,2.25
255,5,121,5,2,93,2.7065,2
244,161,0,0,15,167,14.448,0.75
255,0,248,0,22,105,20.771,3
255,0,160,0,16,94,15.352,2.25
254,1,65,1,25,84,23.481,2
251,108,4,4,9,139,9.029,0.75
255,0,249,0,21,105,19.868,3
255,4,239,4,21,106,19.868,2.25
255,4,126,4,2,93,2.7065,2
255,164,3,3,29,173,27.094,0.75
255,0,242,0,21,104,19.868,3
255,0,166,0,18,95,17.158,2.25
255,0,68,0,23,84,21.674,2
252,102,7,7,9,136,9.029,0.75
255,0,245,0,21,104,19.868,3
255,5,237,5,21,106,19.868,2.25
255,5,124,5,2,93,2.7065,2
242,160,0,0,15,166,14.448,0.75
253,0,247,0,21,104,19.868,3
255,0,162,0,18,95,17.158,2.25
254,0,60,0,23,83,21.674,2
251,105,4,4,9,137,9.029,0.75
255,0,249,0,20,105,18.965,3
255,2,248,2,20,106,18.965,2.25
255,4,124,4,2,93,2.7065,2
248,165,0,0,27,171,25.287,0.75
255,0,241,0,20,104,18.965,3
255,0,158,0,18,94,17.158,2.25
255,1,61,1,10,84,9.9323,2
255,110,7,7,30,142,27.997,0.75
255,0,247,0,19,104,18.061,3
255,0,250,0,19,105,18.061,2.25
255,5,124,5,2,93,2.7065,2
247,170,2,2,30,174,27.997,0.75
255,0,243,0,19,104,18.061,3
255,0,168,0,18,95,17.158,2.25
254,4,65,4,2,86,2.7065,2
255,110,10,10,14,142,13.545,0.75
255,0,255,0,22,105,20.771,3
255,0,244,0,22,104,20.771,2.25
255,5,121,5,2,93,2.7065,2
245,163,0,0,28,169,26.19,0.75
254,0,253,0,22,105,20.771,3
255,0,163,0,18,95,17.158,2.25
255,0,66,0,23,84,21.674,2
255,111,8,8,31,142,28.9,0.75
255,0,247,0,20,104,18.965,3
255,6,234,6,20,106,18.965,2.25
254,5,123,5,2,93,2.7065,2
242,163,0,0,17,168,16.255,0.75
255,0,242,0,20,104,18.965,3
255,0,160,0,18,94,17.158,2.25
255,0,66,0,2,84,2.7065,2
244,98,0,0,7,130,7.2226,0.75
255,0,249,0,21,105,19.868,3
255,1,251,1,21,105,19.868,2.25
255,5,124,5,2,93,2.7065,2
253,170,2,2,28,176,26.19,0.75
255,0,242,0,21,104,19.868,3
255,0,161,0,18,95,17.158,2.25
255,1,71,1,10,85,9.9323,2
253,104,4,4,14,137,13.545,0.75
255,0,234,0,22,103,20.771,3
255,1,240,1,22,104,20.771,2.25
253,4,254,4,22,107,20.771,2
255,6,151,6,26,97,24.384,0.75
252,0,120,0,11,89,10.835,3
247,6,0,0,27,77,25.287,2.25
255,2,23,2,7,80,7.2226,2
255,0,39,0,16,81,15.352,0.75
255,0,249,0,21,105,19.868,3
255,5,237,5,21,106,19.868,2.25
255,4,122,4,2,92,2.7065,2
238,161,0,0,27,166,25.287,0.75
255,0,237,0,21,103,19.868,3
255,0,165,0,18,95,17.158,2.25
255,3,67,3,2,86,2.7065,2
255,110,6,6,30,141,27.997,0.75
255,0,247,0,22,104,20.771,3
255,5,230,5,22,105,20.771,2.25
255,2,120,2,2,91,2.7065,2
246,163,0,0,27,169,25.287,0.75
253,0,239,0,22,103,20.771,3
255,0,162,0,18,95,17.158,2.25
255,0,66,0,23,84,21.674,2
250,104,5,5,9,136,9.029,0.75
255,0,243,0,20,104,18.965,3
255,2,248,2,20,106,18.965,2.25
255,6,121,6,2,94,2.7065,2
254,172,8,8,29,178,27.094,0.75
255,0,248,0,20,105,18.965,3
255,0,162,0,18,95,17.158,2.25
255,1,68,1,10,85,9.9323,2
250,109,3,3,7,139,7.2226,0.75
255,0,249,0,20,105,18.965,3
255,4,235,4,20,105,18.965,2.25
255,6,121,6,2,94,2.7065,2
243,165,0,0,28,170,26.19,0.75
254,0,251,0,20,105,18.965,3
255,0,164,0,18,95,17.158,2.25
249,3,66,3,2,84,2.7065,2
248,107,2,2,7,137,7.2226,0.75
255,0,249,0,21,105,19.868,3
255,0,248,0,21,105,19.868,2.25
254,5,123,5,2,93,2.7065,2
253,170,6,6,29,176,27.094,0.75
255,0,244,0,21,104,19.868,3
255,0,162,0,18,95,17.158,2.25
255,2,69,2,2,85,2.7065,2
240,92,0,0,9,126,9.029,0.75
255,0,252,0,20,105,18.965,3
255,0,250,0,20,105,18.965,2.25
255,5,118,5,2,93,2.7065,2
246,170,0,0,27,173,25.287,0.75
255,0,253,0,20,105,18.965,3
255,0,167,0,18,95,17.158,2.25
250,4,67,4,2,85,2.7065,2
255,114,15,15,23,145,21.674,0.75
255,0,247,0,21,104,19.868,3
255,1,237,1,21,104,19.868,2.25
255,4,123,4,18,93,17.158,2
245,162,0,0,17,168,16.255,0.75
253,0,249,0,21,104,19.868,3
255,0,167,0,18,95,17.158,2.25
255,5,69,5,23,87,21.674,2
255,111,10,10,14,143,13.545,0.75
255,0,250,0,20,105,18.965,3
255,0,251,0,20,105,18.965,2.25
255,5,118,5,2,93,2.7065,2
253,165,3,3,29,173,27.094,0.75
255,0,248,0,20,105,18.965,3
255,0,163,0,18,95,17.158,2.25
254,6,66,6,22,87,20.771,2
254,108,5,5,31,140,28.9,0.75
255,0,249,0,20,105,18.965,3
255,0,236,0,20,103,18.965,2.25
255,6,116,6,2,93,2.7065,2
253,167,4,4,30,174,27.997,0.75
254,0,241,0,20,103,18.965,3
255,0,166,0,18,95,17.158,2.25
255,3,68,3,22,86,20.771,2
253,105,5,5,31,138,28.9,0.75
255,0,254,0,20,105,18.965,3
255,1,249,1,20,105,18.965,2.25
255,4,123,4,2,93,2.7065,2
248,170,0,0,8,174,8.1258,0.75
255,0,249,0,20,105,18.965,3
255,0,169,0,18,95,17.158,2.25
252,2,66,2,2,84,2.7065,2
251,105,4,4,31,137,28.9,0.75
255,0,239,0,22,103,20.771,3
255,0,240,0,22,104,20.771,2.25
252,3,253,3,22,106,20.771,2
255,3,148,3,3,95,3.6097,0.75
253,0,111,0,12,88,11.739,3
244,3,0,0,0,75,0.9,2.25
254,2,25,2,7,80,7.2226,2
255,0,45,0,29,81,27.094,0.75
255,0,247,0,21,104,19.868,3
255,2,239,2,21,105,19.868,2.25
255,3,123,3,2,92,2.7065,2
250,172,4,4,8,176,8.1258,0.75
254,0,243,0,21,104,19.868,3
255,1,169,1,18,96,17.158,2.25
250,3,73,3,31,85,28.9,2
250,104,3,3,9,136,9.029,0.75
255,0,252,0,21,105,19.868,3
255,0,244,0,21,104,19.868,2.25
255,4,121,4,2,92,2.7065,2
245,166,1,1,16,171,15.352,0.75
255,0,253,0,21,105,19.868,3
255,0,166,0,18,95,17.158,2.25
250,3,73,3,10,85,9.9323,2
255,107,11,11,14,140,13.545,0.75
255,0,247,0,21,104,19.868,3
255,3,236,3,21,105,19.868,2.25
255,6,122,6,2,94,2.7065,2
249,168,0,0,29,173,27.094,0.75
255,0,244,0,21,104,19.868,3
255,0,170,0,18,96,17.158,2.25
252,5,73,5,10,87,9.9323,2
253,108,3,3,17,139,16.255,0.75
255,0,250,0,22,105,20.771,3
255,2,248,2,22,106,20.771,2.25
255,4,120,4,2,92,2.7065,2
248,167,0,0,29,172,27.094,0.75
255,0,249,0,22,105,20.771,3
255,0,160,0,18,94,17.158,2.25
255,0,66,0,23,84,21.674,2
250,109,3,3,9,139,9.029,0.75
255,1,247,1,20,105,18.965,3
255,0,251,0,20,105,18.965,2.25
255,5,121,5,2,93,2.7065,2
244,165,0,0,30,170,27.997,0.75
254,0,243,0,20,104,18.965,3
255,0,167,0,18,95,17.158,2.25
255,2,69,2,22,85,20.771,2
251,110,4,4,9,140,9.029,0.75
255,0,250,0,20,105,18.965,3
255,2,246,2,20,105,18.965,2.25
255,4,118,4,2,92,2.7065,2
250,167,1,1,28,173,26.19,0.75
255,0,253,0,20,105,18.965,3
255,0,162,0,18,95,17.158,2.25
252,2,66,2,10,84,9.9323,2
253,111,11,11,14,142,13.545,0.75
255,0,249,0,21,105,19.868,3
255,2,232,2,21,104,19.868,2.25
254,6,118,6,2,93,2.7065,2
251,173,3,3,8,177,8.1258,0.75
255,1,245,1,21,105,19.868,3
255,0,168,0,18,95,17.158,2.25
255,2,67,2,31,85,28.9,2
253,107,4,4,9,139,9.029,0.75
255,0,245,0,20,104,18.965,3
255,2,250,2,20,106,18.965,2.25
255,6,121,6,2,94,2.7065,2
245,167,0,0,8,171,8.1258,0.75
255,0,244,0,20,104,18.965,3
255,0,171,0,18,96,17.158,2.25
252,6,69,6,10,87,9.9323,2
251,110,5,5,17,140,16.255,0.75
255,0,249,0,21,105,19.868,3
255,1,239,1,21,104,19.868,2.25
255,5,118,5,2,93,2.7065,2
245,167,0,0,29,171,27.094,0.75
254,0,244,0,21,104,19.868,3
255,0,164,0,18,95,17.158,2.25
254,6,68,6,10,87,9.9323,2
252,111,6,6,14,141,13.545,0.75
255,0,250,0,21,105,19.868,3
255,3,244,3,21,106,19.868,2.25
255,5,120,5,2,93,2.7065,2
249,171,0,0,16,175,15.352,0.75
255,0,253,0,21,105,19.868,3
255,0,163,0,18,95,17.158,2.25
254,1,66,1,2,84,2.7065,2
251,108,3,3,14,139,13.545,0.75
255,0,240,0,24,104,22.577,3
255,0,242,0,24,104,22.577,2.25
252,3,255,3,24,106,22.577,2
255,3,148,3,3,95,3.6097,0.75
252,0,115,0,12,88,11.739,3
250,9,2,2,28,80,26.19,2.25
255,2,23,2,7,80,7.2226,2
255,2,46,2,30,83,27.997,0.75
255,0,252,0,21,105,19.868,3
255,2,234,2,21,104,19.868,2.25
255,4,120,4,2,92,2.7065,2
250,169,0,0,28,174,26.19,0.75
255,0,244,0,21,104,19.868,3
255,0,166,0,18,95,17.158,2.25
253,1,62,1,22,83,20.771,2
251,110,4,4,14,140,13.545,0.75
255,0,250,0,21,105,19.868,3
255,2,250,2,21,106,19.868,2.25
255,6,116,6,2,93,2.7065,2
248,170,2,2,26,174,24.384,0.75
253,0,243,0,21,103,19.868,3
255,0,165,0,18,95,17.158,2.25
249,3,66,3,31,84,28.9,2
247,104,0,0,7,135,7.2226,0.75
255,0,249,0,22,105,20.771,3
254,1,249,1,22,105,20.771,2.25
255,4,118,4,18,92,17.158,2
248,166,2,2,28,172,26.19,0.75
255,0,244,0,22,104,20.771,3
255,0,162,0,18,95,17.158,2.25
255,3,68,3,10,86,9.9323,2
249,104,0,0,7,135,7.2226,0.75
255,0,247,0,21,104,19.868,3
255,0,250,0,21,105,19.868,2.25
255,4,116,4,2,92,2.7065,2
252,174,6,6,9,178,9.029,0.75
253,0,241,0,21,103,19.868,3
255,0,171,0,18,96,17.158,2.25
249,4,63,4,10,84,9.9323,2
249,108,3,3,31,138,28.9,0.75
255,0,247,0,21,104,19.868,3
255,2,239,2,21,105,19.868,2.25
255,4,117,4,2,92,2.7065,2
245,167,0,0,27,171,25.287,0.75
255,0,244,0,21,104,19.868,3
255,0,173,0,8,96,8.1258,2.25
250,4,67,4,2,85,2.7065,2
252,106,5,5,14,138,13.545,0.75
255,0,249,0,21,105,19.868,3
255,2,250,2,21,106,19.868,2.25
254,6,116,6,2,93,2.7065,2
250,172,1,1,27,176,25.287,0.75
255,0,244,0,21,104,19.868,3
255,0,166,0,18,95,17.158,2.25
255,4,69,4,2,86,2.7065,2
255,116,10,10,23,145,21.674,0.75
255,0,249,0,21,105,19.868,3
255,2,237,2,21,104,19.868,2.25
255,2,120,2,2,91,2.7065,2
251,173,3,3,9,177,9.029,0.75
255,0,244,0,21,104,19.868,3
255,0,166,0,18,95,17.158,2.25
255,3,68,3,2,86,2.7065,2
254,113,7,7,14,143,13.545,0.75
255,0,249,0,21,105,19.868,3
254,1,250,1,21,105,19.868,2.25
255,4,118,4,2,92,2.7065,2
247,171,0,0,27,174,25.287,0.75
255,0,244,0,21,104,19.868,3
255,0,166,0,18,95,17.158,2.25
255,2,67,2,2,85,2.7065,2
255,117,12,12,23,146,21.674,0.75
255,0,247,0,21,104,19.868,3
255,0,246,0,21,104,19.868,2.25
255,3,118,3,2,91,2.7065,2
250,172,2,2,9,176,9.029,0.75
254,0,241,0,21,103,19.868,3
255,0,169,0,18,95,17.158,2.25
254,2,63,2,10,84,9.9323,2
252,111,6,6,28,141,26.19,0.75
255,0,249,0,20,105,18.965,3
254,2,245,2,20,105,18.965,2.25
254,5,121,5,2,93,2.7065,2
249,168,0,0,8,173,8.1258,0.75
255,1,247,1,20,105,18.965,3
255,0,171,0,18,96,17.158,2.25
255,2,69,2,10,85,9.9323,2
250,109,3,3,9,139,9.029,0.75
255,0,238,0,23,103,21.674,3
255,0,242,0,23,104,21.674,2.25
252,3,255,3,23,106,21.674,2
255,5,150,5,3,96,3.6097,0.75
253,1,110,1,12,89,11.739,3
248,5,0,0,28,77,26.19,2.25
254,0,24,0,7,79,7.2226,2
255,2,39,2,31,82,28.9,0.75
255,0,249,0,21,105,19.868,3
255,2,235,2,21,104,19.868,2.25
255,6,110,6,2,92,2.7065,2
252,174,3,3,9,178,9.029,0.75
255,1,243,1,21,105,19.868,3
255,0,166,0,18,95,17.158,2.25
255,3,64,3,10,85,9.9323,2
252,111,5,5,14,141,13.545,0.75
255,0,245,0,21,104,19.868,3
255,0,250,0,21,105,19.868,2.25
255,5,118,5,2,93,2.7065,2
248,170,0,0,27,174,25.287,0.75
254,0,245,0,21,104,19.868,3
255,0,169,0,18,95,17.158,2.25
255,4,71,4,10,87,9.9323,2
250,108,8,8,7,139,7.2226,0.75
255,0,247,0,21,104,19.868,3
255,0,248,0,21,105,19.868,2.25
255,6,114,6,2,93,2.7065,2
250,174,2,2,26,177,24.384,0.75
255,0,251,0,21,105,19.868,3
255,0,167,0,18,95,17.158,2.25
254,1,66,1,2,84,2.7065,2
249,111,2,2,14,140,13.545,0.75
255,0,250,0,20,105,18.965,3
255,2,248,2,20,106,18.965,2.25
253,5,115,5,2,92,2.7065,2
254,173,4,4,26,178,24.384,0.75
255,0,253,0,20,105,18.965,3
255,0,174,0,8,96,8.1258,2.25
255,0,66,0,2,84,2.7065,2
252,111,6,6,14,141,13.545,0.75
255,0,249,0,21,105,19.868,3
255,1,238,1,21,104,19.868,2.25
255,3,115,3,2,91,2.7065,2
246,168,0,0,28,172,26.19,0.75
255,0,247,0,21,104,19.868,3
255,0,168,0,8,95,8.1258,2.25
255,1,68,1,10,85,9.9323,2
255,114,9,9,14,144,13.545,0.75
255,0,250,0,20,105,18.965,3
255,0,250,0,20,105,18.965,2.25
255,2,116,2,2,91,2.7065,2
248,170,0,0,27,174,25.287,0.75
254,0,243,0,20,104,18.965,3
255,0,170,0,18,96,17.158,2.25
251,5,68,5,2,86,2.7065,2
249,113,3,3,23,141,21.674,0.75
255,0,249,0,20,105,18.965,3
255,0,251,0,20,105,18.965,2.25
255,6,114,6,2,93,2.7065,2
254,178,6,6,9,181,9.029,0.75
255,0,242,0,20,104,18.965,3
255,0,162,0,18,95,17.158,2.25
253,1,62,1,10,83,9.9323,2
250,109,1,1,31,139,28.9,0.75
255,0,249,0,21,105,19.868,3
255,2,246,2,21,105,19.868,2.25
254,6,116,6,2,93,2.7065,2
255,178,8,8,9,182,9.029,0.75
255,0,247,0,21,104,19.868,3
255,0,172,0,8,96,8.1258,2.25
250,4,67,4,31,85,28.9,2
254,113,8,8,14,143,13.545,0.75
255,0,249,0,21,105,19.868,3
255,0,248,0,21,105,19.868,2.25
255,3,119,3,2,92,2.7065,2
252,171,2,2,27,176,25.287,0.75
255,0,244,0,21,104,19.868,3
255,0,161,0,18,95,17.158,2.25
253,4,70,4,31,86,28.9,2
250,110,0,0,14,139,13.545,0.75
255,0,250,0,19,105,18.061,3
255,2,248,2,19,106,18.061,2.25
255,6,116,6,17,93,16.255,2
252,176,2,2,8,179,8.1258,0.75
255,0,242,0,19,104,18.061,3
255,0,162,0,17,95,16.255,2.25
254,1,66,1,24,84,22.577,2
253,116,2,2,18,144,17.158,0.75
255,0,238,0,23,103,21.674,3
254,2,243,2,23,105,21.674,2.25
254,0,254,0,23,105,21.674,2
255,3,152,3,3,95,3.6097,0.75
252,0,109,0,12,88,11.739,3
248,5,0,0,28,77,26.19,2.25
255,2,26,2,7,80,7.2226,2
255,0,43,0,31,81,28.9,0.75
255,0,249,0,20,105,18.965,3
255,1,234,1,20,103,18.965,2.25
255,5,113,5,2,92,2.7065,2
252,176,2,2,9,179,9.029,0.75
255,0,242,0,20,104,18.965,3
255,0,165,0,18,95,17.158,2.25
255,3,64,3,10,85,9.9323,2
251,113,6,6,23,142,21.674,0.75
255,0,245,0,21,104,19.868,3
255,4,237,4,21,106,19.868,2.25
255,5,114,5,2,92,2.7065,2
240,164,0,0,17,168,16.255,0.75
255,0,244,0,21,104,19.868,3
255,0,165,0,18,95,17.158,2.25
252,3,67,3,2,85,2.7065,2
255,116,10,10,14,145,13.545,0.75
255,0,252,0,20,105,18.965,3
255,1,234,1,20,103,18.965,2.25
255,7,111,7,2,93,2.7065,2
244,168,0,0,29,172,27.094,0.75
255,0,244,0,20,104,18.965,3
255,1,163,1,8,95,8.1258,2.25
254,1,66,1,27,84,25.287,2
246,105,0,0,31,135,28.9,0.75
255,0,249,0,20,105,18.965,3
255,0,245,0,20,104,18.965,2.25
255,5,112,5,2,92,2.7065,2
247,171,0,0,28,174,26.19,0.75
255,0,251,0,20,105,18.965,3
255,0,164,0,18,95,17.158,2.25
255,1,65,1,10,84,9.9323,2
