Red,Green,Blue,Gray,Index,Intensity,Temperature,Depth
255,8,230,8,20,107,18.965,2
242,75,0,0,10,116,9.9323,0.75
253,0,169,0,7,95,7.2226,3
255,5,100,5,2,91,2.7065,2.25
255,0,54,0,12,82,11.739,2
255,65,3,3,24,115,22.577,0.75
255,0,250,0,20,105,18.965,3
249,7,233,7,20,105,18.965,2.25
255,8,227,8,20,107,18.965,2
243,76,0,0,4,117,4.5129,0.75
252,0,172,0,7,95,7.2226,3
253,2,97,2,2,88,2.7065,2.25
255,0,55,0,10,82,9.9323,2
250,60,0,0,23,110,21.674,0.75
255,0,254,0,20,105,18.965,3
250,6,241,6,20,106,18.965,2.25
255,7,226,7,20,106,18.965,2
247,76,0,0,18,118,17.158,0.75
252,0,168,0,7,94,7.2226,3
251,0,95,0,2,86,2.7065,2.25
255,0,53,0,10,82,9.9323,2
250,62,0,0,13,111,12.642,0.75
255,0,249,0,20,105,18.965,3
249,8,227,8,20,105,18.965,2.25
255,5,225,5,20,105,18.965,2
242,73,0,0,10,115,9.9323,0.75
249,1,175,1,7,95,7.2226,3
253,2,97,2,2,88,2.7065,2.25
255,0,57,0,12,83,11.739,2
245,57,0,0,10,107,9.9323,0.75
255,0,252,0,20,105,18.965,3
251,6,224,6,7,104,7.2226,2.25
255,3,224,3,20,104,18.965,2
248,82,0,0,18,122,17.158,0.75
254,0,172,0,7,96,7.2226,3
252,2,91,2,2,87,2.7065,2.25
255,0,57,0,12,83,11.739,2
243,58,0,0,11,107,10.835,0.75
255,0,254,0,20,105,18.965,3
251,3,237,3,20,104,18.965,2.25
255,5,226,5,20,105,18.965,2
243,81,0,0,13,120,12.642,0.75
253,0,173,0,7,95,7.2226,3
250,0,94,0,2,85,2.7065,2.25
255,1,54,1,10,83,9.9323,2
252,58,0,0,13,109,12.642,0.75
255,0,254,0,20,105,18.965,3
249,5,240,5,20,105,18.965,2.25
253,5,224,5,20,104,18.965,2
237,71,0,0,10,113,9.9323,0.75
253,0,173,0,7,95,7.2226,3
255,5,102,5,2,91,2.7065,2.25
255,0,59,0,11,83,10.835,2
252,58,0,0,19,109,18.061,0.75
255,0,254,0,20,105,18.965,3
253,5,241,5,20,106,18.965,2.25
255,5,222,5,7,104,7.2226,2
244,80,0,0,11,120,10.835,0.75
253,0,169,0,7,95,7.2226,3
253,0,95,0,2,86,2.7065,2.25
255,0,56,0,12,83,11.739,2
243,58,0,0,11,107,10.835,0.75
255,0,254,0,20,105,18.965,3
251,7,227,7,7,105,7.2226,2.25
255,3,224,3,20,104,18.965,2
244,79,0,0,11,119,10.835,0.75
253,0,173,0,7,95,7.2226,3
250,0,94,0,2,85,2.7065,2.25
255,0,56,0,12,83,11.739,2
243,58,0,0,11,107,10.835,0.75
255,0,254,0,20,105,18.965,3
252,8,228,8,20,106,18.965,2.25
255,6,225,6,20,105,18.965,2
248,84,0,0,18,123,17.158,0.75
252,0,172,0,16,95,15.352,3
250,0,97,0,2,86,2.7065,2.25
255,0,52,0,12,82,11.739,2
246,61,0,0,11,109,10.835,0.75
255,0,249,0,20,105,18.965,3
252,6,237,6,20,106,18.965,2.25
255,6,227,6,20,106,18.965,2
246,80,0,0,4,121,4.5129,0.75
255,0,175,0,7,96,7.2226,3
255,3,103,3,2,90,2.7065,2.25
255,1,55,1,12,83,11.739,2
255,72,8,8,25,119,23.481,0.75
255,0,250,0,20,105,18.965,3
252,6,239,6,20,106,18.965,2.25
255,5,225,5,20,105,18.965,2
242,81,0,0,10,120,9.9323,0.75
253,0,175,0,7,96,7.2226,3
255,2,98,2,2,89,2.7065,2.25
255,1,54,1,11,83,10.835,2
250,65,1,1,10,113,9.9323,0.75
255,0,252,0,20,105,18.965,3
251,3,249,3,20,105,18.965,2.25
255,3,221,3,20,103,18.965,2
245,83,0,0,18,122,17.158,0.75
254,0,174,0,7,96,7.2226,3
255,2,98,2,2,89,2.7065,2.25
255,0,55,0,11,82,10.835,2
255,64,0,0,4,114,4.5129,0.75
255,0,250,0,20,105,18.965,3
252,8,228,8,7,106,7.2226,2.25
255,7,227,7,20,106,18.965,2
243,82,0,0,4,121,4.5129,0.75
254,0,176,0,7,96,7.2226,3
250,0,94,0,2,85,2.7065,2.25
255,3,58,3,11,85,10.835,2
250,65,0,0,10,113,9.9323,0.75
255,0,254,0,20,105,18.965,3
251,5,236,5,20,105,18.965,2.25
255,6,223,6,20,105,18.965,2
245,87,0,0,18,124,17.158,0.75
252,0,174,0,7,95,7.2226,3
251,0,95,0,2,86,2.7065,2.25
253,1,52,1,11,82,10.835,2
249,71,1,1,4,116,4.5129,0.75
255,0,254,0,20,105,18.965,3
251,5,240,5,20,105,18.965,2.25
255,6,222,6,20,105,18.965,2
246,86,0,0,18,124,17.158,0.75
252,0,174,0,7,95,7.2226,3
252,0,101,0,2,87,2.7065,2.25
255,0,57,0,11,83,10.835,2
247,55,0,0,10,106,9.9323,0.75
255,0,254,0,20,105,18.965,3
252,6,241,6,20,106,18.965,2.25
255,4,223,4,20,104,18.965,2
245,81,0,0,18,121,17.158,0.75
253,1,176,1,7,96,7.2226,3
254,0,99,0,2,87,2.7065,2.25
255,0,59,0,11,83,10.835,2
246,63,0,0,10,111,9.9323,0.75
255,0,254,0,20,105,18.965,3
248,4,239,4,20,104,18.965,2.25
255,3,223,3,20,103,18.965,2
242,81,0,0,24,120,22.577,0.75
253,0,175,0,7,96,7.2226,3
253,1,102,1,2,88,2.7065,2.25
255,2,58,2,10,84,9.9323,2
249,62,0,0,13,111,12.642,0.75
255,0,254,0,20,105,18.965,3
251,6,224,6,20,104,18.965,2.25
255,6,220,6,8,105,8.1258,2
247,90,0,0,18,127,17.158,0.75
252,0,172,0,8,95,8.1258,3
253,2,97,2,2,88,2.7065,2.25
255,0,58,0,11,83,10.835,2
253,69,0,0,4,116,4.5129,0.75
255,0,247,0,19,104,18.061,3
249,4,245,4,19,105,18.061,2.25
255,3,224,3,19,104,18.061,2
246,85,0,0,17,123,16.255,0.75
252,0,176,0,7,95,7.2226,3
255,4,105,4,2,91,2.7065,2.25
255,2,63,2,11,85,10.835,2
254,69,4,4,24,117,22.577,0.75
255,0,252,0,20,105,18.965,3
250,7,239,7,20,106,18.965,2.25
255,4,225,4,20,104,18.965,2
244,89,0,0,18,125,17.158,0.75
252,0,177,0,7,96,7.2226,3
255,2,108,2,17,90,16.255,2.25
255,0,62,0,11,83,10.835,2
255,69,2,2,18,117,17.158,0.75
255,0,252,0,20,105,18.965,3
251,8,240,8,20,107,18.965,2.25
255,5,225,5,20,105,18.965,2
245,88,0,0,18,125,17.158,0.75
252,0,177,0,7,96,7.2226,3
254,0,101,0,2,87,2.7065,2.25
255,2,62,2,2,84,2.7065,2
245,57,0,0,10,107,9.9323,0.75
255,0,252,0,20,105,18.965,3
249,5,240,5,20,105,18.965,2.25
255,4,223,4,20,104,18.965,2
240,87,0,0,10,123,9.9323,0.75
253,0,177,0,7,96,7.2226,3
255,5,102,5,2,91,2.7065,2.25
255,1,61,1,11,84,10.835,2
249,66,0,0,4,113,4.5129,0.75
255,0,250,0,19,105,18.061,3
251,7,227,7,7,105,7.2226,2.25
255,4,221,4,19,104,18.061,2
241,86,0,0,24,123,22.577,0.75
255,0,182,0,7,97,7.2226,3
255,4,106,4,2,91,2.7065,2.25
255,0,58,0,11,83,10.835,2
248,67,0,0,18,113,17.158,0.75
255,0,254,0,18,105,17.158,3
253,7,242,7,18,107,17.158,2.25
255,6,226,6,18,106,17.158,2
248,90,1,1,24,127,22.577,0.75
254,0,184,0,7,97,7.2226,3
255,4,107,4,2,91,2.7065,2.25
255,0,63,0,2,83,2.7065,2
247,66,0,0,10,113,9.9323,0.75
255,0,254,0,17,105,16.255,3
249,5,240,5,17,105,16.255,2.25
255,6,224,6,17,105,16.255,2
238,83,0,0,10,120,9.9323,0.75
253,1,184,1,7,97,7.2226,3
252,0,105,0,2,87,2.7065,2.25
254,1,55,1,11,83,10.835,2
252,69,1,1,25,116,23.481,0.75
255,0,254,0,19,105,18.061,3
250,6,241,6,19,106,18.061,2.25
254,5,223,5,19,104,18.061,2
239,85,0,0,10,121,9.9323,0.75
255,1,183,1,7,98,7.2226,3
254,2,103,2,2,89,2.7065,2.25
255,3,63,3,2,85,2.7065,2
251,68,0,0,10,115,9.9323,0.75
255,0,254,0,19,105,18.061,3
251,3,247,3,19,105,18.061,2.25
255,5,222,5,7,104,7.2226,2
243,89,0,0,26,125,24.384,0.75
252,0,183,0,17,96,16.255,3
255,3,104,3,2,90,2.7065,2.25
255,0,59,0,11,83,10.835,2
246,65,0,0,10,112,9.9323,0.75
255,0,254,0,19,105,18.061,3
251,5,240,5,19,105,18.061,2.25
255,7,223,7,19,106,18.061,2
244,94,0,0,18,128,17.158,0.75
255,0,177,0,17,96,16.255,3
254,2,103,2,2,89,2.7065,2.25
255,0,63,0,11,83,10.835,2
241,60,0,0,10,107,9.9323,0.75
255,0,250,0,19,105,18.061,3
249,8,225,8,19,105,18.061,2.25
255,5,225,5,19,105,18.061,2
244,89,0,0,24,125,22.577,0.75
254,0,184,0,7,97,7.2226,3
255,3,109,3,2,90,2.7065,2.25
255,0,61,0,2,83,2.7065,2
255,68,1,1,4,116,4.5129,0.75
255,0,249,0,18,105,17.158,3
250,4,237,4,18,104,17.158,2.25
255,5,222,5,18,104,17.158,2
245,95,1,1,9,129,9.029,0.75
253,0,180,0,8,96,8.1258,3
255,4,101,4,2,90,2.7065,2.25
255,0,59,0,11,83,10.835,2
254,71,3,3,10,118,9.9323,0.75
255,0,245,0,18,104,17.158,3
250,7,239,7,18,106,17.158,2.25
255,5,224,5,18,105,17.158,2
243,90,0,0,17,125,16.255,0.75
254,0,184,0,7,97,7.2226,3
255,4,107,4,2,91,2.7065,2.25
255,3,63,3,11,85,10.835,2
244,60,0,0,10,108,9.9323,0.75
255,0,250,0,18,105,17.158,3
249,4,247,4,18,105,17.158,2.25
253,4,220,4,18,103,17.158,2
248,94,4,4,25,130,23.481,0.75
252,0,182,0,7,96,7.2226,3
255,1,105,1,2,89,2.7065,2.25
255,1,61,1,2,84,2.7065,2
247,64,0,0,10,111,9.9323,0.75
255,0,250,0,18,105,17.158,3
248,5,237,5,18,104,17.158,2.25
255,5,222,5,18,104,17.158,2
243,89,0,0,17,125,16.255,0.75
254,0,184,0,7,97,7.2226,3
255,6,109,6,2,92,2.7065,2.25
255,2,58,2,11,84,10.835,2
245,64,0,0,10,111,9.9323,0.75
255,0,254,0,19,105,18.061,3
249,6,238,6,19,105,18.061,2.25
253,4,218,4,8,103,8.1258,2
245,95,0,0,9,129,9.029,0.75
253,0,183,0,8,96,8.1258,3
255,7,108,7,2,93,2.7065,2.25
255,2,57,2,11,84,10.835,2
248,70,0,0,4,115,4.5129,0.75
255,0,254,0,18,105,17.158,3
249,6,238,6,18,105,17.158,2.25
255,6,225,6,18,105,17.158,2
237,87,0,0,17,122,16.255,0.75
253,0,183,0,8,96,8.1258,3
255,2,108,2,2,90,2.7065,2.25
255,1,58,1,11,83,10.835,2
250,63,0,0,24,112,22.577,0.75
255,0,254,0,17,105,16.255,3
251,5,240,5,17,105,16.255,2.25
254,3,220,3,17,103,16.255,2
243,94,0,0,18,128,17.158,0.75
254,0,183,0,7,97,7.2226,3
255,2,109,2,2,90,2.7065,2.25
255,0,61,0,11,83,10.835,2
252,69,1,1,10,116,9.9323,0.75
255,0,254,0,18,105,17.158,3
249,8,227,8,8,105,8.1258,2.25
255,6,223,6,8,105,8.1258,2
244,94,0,0,17,128,16.255,0.75
255,1,185,1,8,98,8.1258,3
255,6,113,6,2,93,2.7065,2.25
255,3,59,3,2,85,2.7065,2
252,69,1,1,10,116,9.9323,0.75
255,0,250,0,17,105,16.255,3
248,5,237,5,17,104,16.255,2.25
252,3,217,3,17,102,16.255,2
248,98,4,4,9,132,9.029,0.75
254,0,186,0,7,97,7.2226,3
255,5,113,5,2,92,2.7065,2.25
255,1,61,1,11,84,10.835,2
253,70,4,4,25,117,23.481,0.75
255,0,254,0,18,105,17.158,3
251,7,225,7,8,105,8.1258,2.25
254,4,218,4,18,103,17.158,2
234,87,0,0,17,121,16.255,0.75
253,0,183,0,19,96,18.061,3
255,3,109,3,2,90,2.7065,2.25
255,1,62,1,2,84,2.7065,2
250,69,0,0,10,115,9.9323,0.75
255,0,255,0,20,105,18.965,3
251,6,234,6,20,105,18.965,2.25
255,5,220,5,20,104,18.965,2
242,92,0,0,9,126,9.029,0.75
253,1,186,1,7,97,7.2226,3
255,5,111,5,2,92,2.7065,2.25
255,0,65,0,2,84,2.7065,2
248,67,0,0,10,113,9.9323,0.75
255,0,250,0,17,105,16.255,3
249,4,247,4,17,105,16.255,2.25
255,7,224,7,7,106,7.2226,2
241,91,0,0,9,125,9.029,0.75
253,1,186,1,7,97,7.2226,3
254,2,111,2,2,90,2.7065,2.25
255,2,57,2,11,84,10.835,2
250,67,0,0,4,114,4.5129,0.75
255,0,250,0,17,105,16.255,3
249,6,236,6,17,105,16.255,2.25
255,2,220,2,17,102,16.255,2
247,98,4,4,26,132,24.384,0.75
252,0,183,0,8,96,8.1258,3
253,0,105,0,2,88,2.7065,2.25
255,0,61,0,2,83,2.7065,2
246,63,0,0,10,111,9.9323,0.75
255,0,252,0,18,105,17.158,3
251,3,247,3,18,105,17.158,2.25
255,5,225,5,18,105,17.158,2
248,98,4,4,26,132,24.384,0.75
253,0,187,0,7,97,7.2226,3
255,5,113,5,2,92,2.7065,2.25
255,0,63,0,2,83,2.7065,2
252,69,1,1,4,116,4.5129,0.75
255,0,249,0,17,105,16.255,3
250,2,246,2,17,104,16.255,2.25
254,5,223,5,17,104,16.255,2
245,95,0,0,18,129,17.158,0.75
253,0,187,0,7,97,7.2226,3
255,6,114,6,2,93,2.7065,2.25
255,1,62,1,31,84,28.9,2
255,70,3,3,25,118,23.481,0.75
255,0,254,0,17,105,16.255,3
249,4,247,4,17,105,16.255,2.25
255,5,222,5,17,104,16.255,2
246,96,0,0,26,130,24.384,0.75
253,0,187,0,7,97,7.2226,3
249,0,107,0,2,87,2.7065,2.25
255,0,61,0,11,83,10.835,2
247,66,0,0,10,113,9.9323,0.75
255,0,250,0,18,105,17.158,3
249,6,236,6,18,105,17.158,2.25
255,5,220,5,18,104,17.158,2
246,98,0,0,9,131,9.029,0.75
254,0,186,0,8,97,8.1258,3
255,3,111,3,2,91,2.7065,2.25
255,0,64,0,11,84,10.835,2
253,70,2,2,31,117,28.9,0.75
255,0,254,0,18,105,17.158,3
249,6,238,6,18,105,17.158,2.25
253,3,217,3,8,102,8.1258,2
242,95,0,0,26,128,24.384,0.75
253,1,186,1,8,97,8.1258,3
255,4,111,4,2,91,2.7065,2.25
255,1,61,1,2,84,2.7065,2
254,71,3,3,4,118,4.5129,0.75
255,0,250,0,18,105,17.158,3
251,8,240,8,18,107,17.158,2.25
255,5,220,5,18,104,17.158,2
244,96,0,0,17,129,16.255,0.75
254,0,185,0,8,97,8.1258,3
255,0,110,0,2,89,2.7065,2.25
255,1,62,1,2,84,2.7065,2
250,72,2,2,4,117,4.5129,0.75
255,0,252,0,17,105,16.255,3
251,3,249,3,17,105,16.255,2.25
254,3,222,3,17,103,16.255,2
246,97,0,0,9,130,9.029,0.75
252,3,185,3,7,98,7.2226,3
248,2,111,2,19,88,18.061,2.25
255,1,65,1,10,84,9.9323,2
248,61,0,0,11,110,10.835,0.75
255,0,254,0,17,105,16.255,3
249,6,238,6,17,105,16.255,2.25
255,7,221,7,17,106,16.255,2
239,93,0,0,13,126,12.642,0.75
253,1,186,1,7,97,7.2226,3
255,5,113,5,2,92,2.7065,2.25
255,1,62,1,31,84,28.9,2
253,69,0,0,3,116,3.6097,0.75
255,0,252,0,17,105,16.255,3
249,4,247,4,17,105,16.255,2.25
254,4,218,4,17,103,16.255,2
244,94,0,0,18,128,17.158,0.75
252,0,190,0,7,97,7.2226,3
251,3,113,3,19,90,18.061,2.25
255,0,60,0,2,83,2.7065,2
249,66,0,0,11,113,10.835,0.75
255,0,249,0,17,105,16.255,3
249,6,238,6,17,105,16.255,2.25
254,4,218,4,7,103,7.2226,2
242,94,0,0,25,128,23.481,0.75
253,0,189,0,7,97,7.2226,3
252,2,110,2,2,89,2.7065,2.25
255,1,61,1,11,84,10.835,2
255,81,9,9,24,125,22.577,0.75
255,0,249,0,18,105,17.158,3
252,5,244,5,18,106,17.158,2.25
255,6,218,6,18,105,17.158,2
247,101,0,0,9,133,9.029,0.75
253,0,187,0,8,97,8.1258,3
252,0,109,0,2,88,2.7065,2.25
255,0,62,0,11,83,10.835,2
251,70,1,1,4,116,4.5129,0.75
255,0,250,0,18,105,17.158,3
248,5,237,5,18,104,17.158,2.25
254,4,216,4,18,103,17.158,2
243,94,0,0,17,128,16.255,0.75
253,1,186,1,8,97,8.1258,3
255,5,114,5,2,92,2.7065,2.25
255,0,63,0,31,83,28.9,2
255,74,4,4,4,120,4.5129,0.75
255,0,250,0,18,105,17.158,3
251,2,252,2,18,105,17.158,2.25
253,2,219,2,18,102,17.158,2
241,92,0,0,17,126,16.255,0.75
253,0,191,0,7,97,7.2226,3
251,3,113,3,2,90,2.7065,2.25
255,0,64,0,31,84,28.9,2
252,69,1,1,4,116,4.5129,0.75
255,0,249,0,18,105,17.158,3
250,5,248,5,18,106,17.158,2.25
255,3,218,3,7,103,7.2226,2
246,100,0,0,9,132,9.029,0.75
252,1,192,1,7,98,7.2226,3
248,0,110,0,2,87,2.7065,2.25
255,0,63,0,2,83,2.7065,2
255,70,3,3,22,118,20.771,0.75
255,0,250,0,18,105,17.158,3
251,1,255,1,18,105,17.158,2.25
253,3,217,3,18,102,17.158,2
246,96,1,1,24,130,22.577,0.75
252,1,194,1,7,98,7.2226,3
248,2,113,2,2,88,2.7065,2.25
255,3,65,3,2,85,2.7065,2
253,70,2,2,4,117,4.5129,0.75
255,0,249,0,18,105,17.158,3
251,6,233,6,18,105,17.158,2.25
253,3,215,3,8,102,8.1258,2
246,100,0,0,9,132,9.029,0.75
253,0,189,0,8,97,8.1258,3
253,5,115,5,19,92,18.061,2.25
255,0,64,0,31,84,28.9,2
253,72,1,1,10,118,9.9323,0.75
255,0,252,0,18,105,17.158,3
249,6,238,6,18,105,17.158,2.25
255,3,218,3,8,103,8.1258,2
252,100,0,0,9,134,9.029,0.75
254,0,189,0,8,97,8.1258,3
255,7,118,7,19,94,18.061,2.25
255,1,61,1,31,84,28.9,2
253,75,3,3,4,120,4.5129,0.75
255,0,249,0,18,105,17.158,3
248,4,239,4,18,104,17.158,2.25
255,5,218,5,18,104,17.158,2
248,102,0,0,9,134,9.029,0.75
253,0,190,0,7,97,7.2226,3
252,4,116,4,2,91,2.7065,2.25
255,2,67,2,10,85,9.9323,2
255,74,3,3,4,120,4.5129,0.75
255,0,250,0,18,105,17.158,3
249,6,236,6,18,105,17.158,2.25
255,3,216,3,18,103,17.158,2
249,100,0,0,9,133,9.029,0.75
252,1,194,1,7,98,7.2226,3
251,3,115,3,2,90,2.7065,2.25
255,2,62,2,2,84,2.7065,2
251,68,0,0,4,115,4.5129,0.75
255,0,250,0,18,105,17.158,3
249,6,238,6,18,105,17.158,2.25
255,3,215,3,7,103,7.2226,2
244,98,0,0,9,130,9.029,0.75
254,0,192,0,7,98,7.2226,3
255,7,119,7,2,94,2.7065,2.25
255,0,65,0,2,84,2.7065,2
247,69,0,0,10,114,9.9323,0.75
255,0,250,0,19,105,18.061,3
252,5,246,5,19,106,18.061,2.25
254,4,218,4,19,103,18.061,2
247,99,1,1,25,132,23.481,0.75
252,1,194,1,7,98,7.2226,3
250,2,116,2,2,89,2.7065,2.25
255,1,67,1,2,84,2.7065,2
251,70,1,1,4,116,4.5129,0.75
255,0,252,0,18,105,17.158,3
248,3,246,3,18,104,17.158,2.25
255,3,216,3,18,103,17.158,2
239,97,0,0,9,128,9.029,0.75
253,0,191,0,7,97,7.2226,3
252,4,114,4,2,91,2.7065,2.25
255,0,63,0,2,83,2.7065,2
243,65,0,0,10,111,9.9323,0.75
255,0,255,0,17,105,16.255,3
251,3,247,3,17,105,16.255,2.25
255,3,215,3,17,103,16.255,2
251,109,0,0,8,139,8.1258,0.75
254,0,192,0,7,98,7.2226,3
255,9,118,9,19,95,18.061,2.25
255,0,63,0,31,83,28.9,2
249,71,0,0,10,116,9.9323,0.75
255,0,250,0,17,105,16.255,3
252,4,250,4,17,106,16.255,2.25
254,4,216,4,17,103,16.255,2
247,99,3,3,25,132,23.481,0.75
251,0,193,0,6,97,6.3194,3
251,2,120,2,2,90,2.7065,2.25
255,0,66,0,2,84,2.7065,2
247,63,0,0,10,111,9.9323,0.75
255,0,250,0,18,105,17.158,3
249,0,255,0,18,104,17.158,2.25
255,3,216,3,18,103,17.158,2
250,105,0,0,9,136,9.029,0.75
252,1,194,1,7,98,7.2226,3
251,2,118,2,2,90,2.7065,2.25
255,1,66,1,10,84,9.9323,2
252,72,0,0,4,118,4.5129,0.75
255,0,250,0,18,105,17.158,3
252,7,235,7,18,106,17.158,2.25
254,4,216,4,18,103,17.158,2
246,99,0,0,9,132,9.029,0.75
253,2,195,2,7,99,7.2226,3
255,7,125,7,19,95,18.061,2.25
255,3,65,3,2,85,2.7065,2
245,67,0,0,11,113,10.835,0.75
255,0,250,0,18,105,17.158,3
251,7,227,7,18,105,17.158,2.25
254,3,220,3,18,103,17.158,2
249,102,0,0,26,134,24.384,0.75
252,1,192,1,7,98,7.2226,3
254,5,123,5,19,93,18.061,2.25
255,2,68,2,30,85,27.997,2
250,67,0,0,11,114,10.835,0.75
255,0,249,0,17,105,16.255,3
249,6,236,6,17,105,16.255,2.25
255,3,218,3,17,103,16.255,2
243,99,0,0,18,131,17.158,0.75
254,0,194,0,8,98,8.1258,3
254,5,121,5,2,93,2.7065,2.25
255,1,66,1,31,84,28.9,2
248,70,0,0,10,115,9.9323,0.75
255,0,250,0,18,105,17.158,3
253,8,236,8,18,107,17.158,2.25
253,3,215,3,18,102,17.158,2
243,94,0,0,27,128,25.287,0.75
252,1,194,1,7,98,7.2226,3
252,3,121,3,19,91,18.061,2.25
255,0,68,0,2,84,2.7065,2
248,70,0,0,4,115,4.5129,0.75
255,0,250,0,17,105,16.255,3
250,4,239,4,17,104,16.255,2.25
254,4,216,4,17,103,16.255,2
248,101,0,0,27,133,25.287,0.75
251,0,193,0,7,97,7.2226,3
254,5,123,5,19,93,18.061,2.25
255,2,68,2,2,85,2.7065,2
248,65,0,0,10,112,9.9323,0.75
255,0,250,0,17,105,16.255,3
251,7,227,7,17,105,16.255,2.25
255,3,215,3,17,103,16.255,2
242,97,0,0,9,129,9.029,0.75
254,0,192,0,7,98,7.2226,3
250,2,114,2,2,89,2.7065,2.25
255,1,64,1,2,84,2.7065,2
253,75,1,1,4,120,4.5129,0.75
255,0,250,0,19,105,18.061,3
251,6,234,6,19,105,18.061,2.25
255,4,213,4,7,103,7.2226,2
240,94,0,0,17,127,16.255,0.75
251,0,193,0,7,97,7.2226,3
250,1,119,1,18,89,17.158,2.25
255,0,66,0,2,84,2.7065,2
251,68,0,0,10,115,9.9323,0.75
255,0,250,0,18,105,17.158,3
249,5,241,5,18,105,17.158,2.25
254,4,215,4,7,103,7.2226,2
250,105,0,0,25,136,23.481,0.75
254,0,197,0,7,98,7.2226,3
250,1,119,1,2,89,2.7065,2.25
255,3,69,3,2,86,2.7065,2
250,72,2,2,4,117,4.5129,0.75
255,0,250,0,18,105,17.158,3
251,3,247,3,18,105,17.158,2.25
255,3,216,3,18,103,17.158,2
249,104,0,0,9,135,9.029,0.75
254,0,194,0,8,98,8.1258,3
252,3,121,3,19,91,18.061,2.25
255,0,66,0,31,84,28.9,2
250,72,0,0,11,117,10.835,0.75
255,0,243,0,17,104,16.255,3
251,3,247,3,17,105,16.255,2.25
255,2,215,2,17,102,16.255,2
243,98,0,0,25,130,23.481,0.75
254,0,197,0,7,98,7.2226,3
253,4,122,4,2,92,2.7065,2.25
255,1,67,1,2,84,2.7065,2
250,72,2,2,10,117,9.9323,0.75
255,0,249,0,18,105,17.158,3
249,6,234,6,18,105,17.158,2.25
253,4,212,4,8,102,8.1258,2
248,103,0,0,26,135,24.384,0.75
254,0,194,0,8,98,8.1258,3
251,2,120,2,2,90,2.7065,2.25
255,2,68,2,31,85,28.9,2
245,71,0,0,11,115,10.835,0.75
255,0,250,0,19,105,18.061,3
251,5,236,5,19,105,18.061,2.25
255,2,215,2,19,102,18.061,2
251,104,1,1,25,136,23.481,0.75
252,0,199,0,6,98,6.3194,3
252,3,119,3,17,91,16.255,2.25
255,2,71,2,2,85,2.7065,2
248,63,0,0,11,111,10.835,0.75
255,0,247,0,17,104,16.255,3
252,9,241,9,17,108,16.255,2.25
255,4,213,4,17,103,16.255,2
245,100,0,0,26,132,24.384,0.75
254,0,194,0,7,98,7.2226,3
255,7,121,7,19,94,18.061,2.25
255,2,68,2,2,85,2.7065,2
251,70,1,1,10,116,9.9323,0.75
255,0,247,0,18,104,17.158,3
251,4,243,4,18,105,17.158,2.25
255,4,213,4,18,103,17.158,2
251,104,0,0,9,136,9.029,0.75
254,0,197,0,8,98,8.1258,3
251,2,120,2,2,90,2.7065,2.25
255,2,68,2,11,85,10.835,2
255,74,5,5,24,120,22.577,0.75
255,0,250,0,18,105,17.158,3
254,8,243,8,18,108,17.158,2.25
252,4,214,4,18,102,17.158,2
255,109,0,0,9,140,9.029,0.75
252,2,188,2,8,98,8.1258,3
253,4,122,4,2,92,2.7065,2.25
255,1,67,1,2,84,2.7065,2
253,70,2,2,23,117,21.674,0.75
255,0,250,0,19,105,18.061,3
251,8,222,8,19,105,18.061,2.25
255,4,213,4,19,103,18.061,2
242,100,0,0,9,131,9.029,0.75
252,0,199,0,7,98,7.2226,3
251,2,120,2,18,90,17.158,2.25
255,2,71,2,2,85,2.7065,2
245,64,0,0,11,111,10.835,0.75
255,0,249,0,18,105,17.158,3
253,6,245,6,18,107,17.158,2.25
254,5,213,5,18,103,17.158,2
242,97,0,0,9,129,9.029,0.75
252,0,197,0,7,98,7.2226,3
250,1,119,1,19,89,18.061,2.25
255,0,66,0,2,84,2.7065,2
250,71,4,4,23,117,21.674,0.75
255,0,250,0,17,105,16.255,3
251,6,234,6,17,105,16.255,2.25
254,4,215,4,17,103,16.255,2
251,102,0,0,26,135,24.384,0.75
252,0,199,0,6,98,6.3194,3
253,4,124,4,19,92,18.061,2.25
255,2,71,2,2,85,2.7065,2
250,67,0,0,11,114,10.835,0.75
255,0,250,0,17,105,16.255,3
250,4,235,4,17,104,16.255,2.25
255,3,212,3,7,102,7.2226,2
250,108,0,0,27,138,25.287,0.75
252,0,199,0,7,98,7.2226,3
251,2,120,2,2,90,2.7065,2.25
255,0,66,0,30,84,27.997,2
255,72,2,2,24,119,22.577,0.75
255,0,250,0,17,105,16.255,3
250,5,233,5,17,104,16.255,2.25
255,3,215,3,17,103,16.255,2
246,98,0,0,25,131,23.481,0.75
252,0,199,0,6,98,6.3194,3
254,4,128,4,19,93,18.061,2.25
255,2,71,2,31,85,28.9,2
249,64,0,0,22,112,20.771,0.75
255,0,250,0,17,105,16.255,3
250,4,255,4,17,106,16.255,2.25
254,5,213,5,17,103,16.255,2
252,105,0,0,9,137,9.029,0.75
252,0,199,0,6,98,6.3194,3
252,3,123,3,19,91,18.061,2.25
255,2,71,2,10,85,9.9323,2
250,69,0,0,4,115,4.5129,0.75
255,0,250,0,17,105,16.255,3
251,6,234,6,17,105,16.255,2.25
255,4,213,4,6,103,6.3194,2
253,106,0,0,26,138,24.384,0.75
252,0,201,0,6,98,6.3194,3
255,5,129,5,19,94,18.061,2.25
255,1,70,1,31,85,28.9,2
246,61,0,0,11,109,10.835,0.75
255,0,249,0,17,105,16.255,3
249,5,243,5,17,105,16.255,2.25
